keep,card_a,card_b,shared_tag,oracle_id_a,oracle_id_b
,Archivist of Oghma,Aven Mindcensor,tutor-interaction (n=5),08b13e1f-27ca-40a8-b5ed-88ac933d24bf,d9517c5d-66d0-4178-96fb-a8c04f311ad8
,Opposition Agent,River Song,tutor-interaction (n=5),1f438b8f-fe23-4f3b-ab2e-f6c33676c462,418ecbb7-b809-4639-a531-070b58b5b85e
,Opposition Agent,Aven Mindcensor,tutor-interaction (n=5),1f438b8f-fe23-4f3b-ab2e-f6c33676c462,d9517c5d-66d0-4178-96fb-a8c04f311ad8
,River Song,Aven Mindcensor,tutor-interaction (n=5),418ecbb7-b809-4639-a531-070b58b5b85e,d9517c5d-66d0-4178-96fb-a8c04f311ad8
,Chomping Kavu,Ghirapur Guide,gives-daunt (n=5),20a362c3-d278-437f-881c-e7d9fe78fc2d,92d5bb7e-08ba-448e-8763-f47c89505e80
,Mournwillow,Ghirapur Guide,gives-daunt (n=5),742f6478-7c9e-43a4-81c1-09383fe65dad,92d5bb7e-08ba-448e-8763-f47c89505e80
,Ghirapur Guide,"Bright-Palm, Soul Awakener",gives-daunt (n=5),92d5bb7e-08ba-448e-8763-f47c89505e80,f74888ee-5086-49a6-ae74-fd9894f46332
,Soul Partition,Airbending Lesson,protects-nonland (n=5),2cfd5c18-47d0-4549-aacc-2428db21df2f,e101b744-9175-4aa5-bf80-d6944359e538
,Choking Vines,Curtain of Light,block-without-creature (n=5),3b6b565e-c0b5-48f9-b3e0-4d5d4b065402,d6efbbf9-1449-45ce-b187-30041eb36d93
,Choking Vines,Fog Patch,block-without-creature (n=5),3b6b565e-c0b5-48f9-b3e0-4d5d4b065402,eb8ff6c1-f9b4-4dae-8f46-0f1ad4c05355
,Curtain of Light,Dazzling Beauty,block-without-creature (n=5),d6efbbf9-1449-45ce-b187-30041eb36d93,de96ef93-a2e0-409d-9d25-fcb2405039b5
,Curtain of Light,Fog Patch,block-without-creature (n=5),d6efbbf9-1449-45ce-b187-30041eb36d93,eb8ff6c1-f9b4-4dae-8f46-0f1ad4c05355
,Dazzling Beauty,Fog Patch,block-without-creature (n=5),de96ef93-a2e0-409d-9d25-fcb2405039b5,eb8ff6c1-f9b4-4dae-8f46-0f1ad4c05355
,Zo-Zu the Punisher,Tunnel Ignus,hate-ramp (n=5),0e412b68-9179-4094-960a-95692428855b,41353001-eba4-45b5-8dd2-09d49b63b6b1
,Zo-Zu the Punisher,Deep Gnome Terramancer,hate-ramp (n=5),0e412b68-9179-4094-960a-95692428855b,d4e3440d-4e34-40d7-8a42-c673225c0332
,Tunnel Ignus,Deep Gnome Terramancer,hate-ramp (n=5),41353001-eba4-45b5-8dd2-09d49b63b6b1,d4e3440d-4e34-40d7-8a42-c673225c0332
,Twice Upon a Time // Unlikely Meeting,The Five Doctors,tutor-creature-doctor (n=5),04dc2e9c-312c-4af8-950c-6a7ed859c9be,dbdd93d2-f2c6-43f9-93e6-2185c7df83bc
,The Caves of Androzani,The Eleventh Hour,tutor-creature-doctor (n=5),5ce47fb9-4e4f-4419-af75-309d2743f5f9,6b3e1aaf-6909-400a-88f2-9e9fde9a0cf7
,The Caves of Androzani,Fugitive of the Judoon,tutor-creature-doctor (n=5),5ce47fb9-4e4f-4419-af75-309d2743f5f9,cacda1c2-2fe8-40a3-89f3-38a835f10af3
,The Eleventh Hour,Fugitive of the Judoon,tutor-creature-doctor (n=5),6b3e1aaf-6909-400a-88f2-9e9fde9a0cf7,cacda1c2-2fe8-40a3-89f3-38a835f10af3
,Mogis's Marauder,Korozda Guildmage,gains-intimidate (n=5),7a8bfc6b-0a24-42ad-a2c5-ac8d29d4c1b9,b209b4ae-ceba-4a98-b307-222d3c78f8a1
,Farrel's Zealot,Dwarven Vigilantes,cunning (n=5),0d063c0e-66bc-4a9c-98aa-a381b9cea120,b49baf80-237c-41ee-8a22-2b6a68a313e7
,Slaughter Pact,Summoner's Pact,delayed-payment (n=5),67c4b1d5-757c-46cf-8bb1-9889d9ed1a1f,782dcbc4-5a11-42f5-b8d9-4572e36d45b3
,Slaughter Pact,Intervention Pact,delayed-payment (n=5),67c4b1d5-757c-46cf-8bb1-9889d9ed1a1f,9f9882f5-2338-4881-b418-b15348a462b4
,Slaughter Pact,Pact of the Titan,delayed-payment (n=5),67c4b1d5-757c-46cf-8bb1-9889d9ed1a1f,cf4959bf-92ae-4c9b-b631-724ce100cbb8
,Slaughter Pact,Pact of Negation,delayed-payment (n=5),67c4b1d5-757c-46cf-8bb1-9889d9ed1a1f,f3e213a4-ba5a-468a-93b3-c0a34e1bd725
,Summoner's Pact,Intervention Pact,delayed-payment (n=5),782dcbc4-5a11-42f5-b8d9-4572e36d45b3,9f9882f5-2338-4881-b418-b15348a462b4
,Summoner's Pact,Pact of the Titan,delayed-payment (n=5),782dcbc4-5a11-42f5-b8d9-4572e36d45b3,cf4959bf-92ae-4c9b-b631-724ce100cbb8
,Summoner's Pact,Pact of Negation,delayed-payment (n=5),782dcbc4-5a11-42f5-b8d9-4572e36d45b3,f3e213a4-ba5a-468a-93b3-c0a34e1bd725
,Intervention Pact,Pact of the Titan,delayed-payment (n=5),9f9882f5-2338-4881-b418-b15348a462b4,cf4959bf-92ae-4c9b-b631-724ce100cbb8
,Intervention Pact,Pact of Negation,delayed-payment (n=5),9f9882f5-2338-4881-b418-b15348a462b4,f3e213a4-ba5a-468a-93b3-c0a34e1bd725
,Pact of the Titan,Pact of Negation,delayed-payment (n=5),cf4959bf-92ae-4c9b-b631-724ce100cbb8,f3e213a4-ba5a-468a-93b3-c0a34e1bd725
,Giant Slug,Illusionary Presence,gains-landwalk (n=5),1ce7f356-1f9b-44dc-9b05-f7b1ecc5d755,8f319b31-efb0-4f48-a2a3-1f308e7b1dda
,Cairn Wanderer,Magnigoth Treefolk,gains-landwalk (n=5),a549d54f-2640-455c-8a93-bef4df2f9e8b,b153e4c4-6557-43a6-8404-e4450f879945
,Splashy Spellcaster,Ellivere of the Wild Court,repeatable-roles (n=5),21486218-70ec-4c60-9844-8f7c80912333,97f9b82f-b3cf-44ff-9abc-2d92d7cbaa27
,Splashy Spellcaster,"Gylwain, Casting Director",repeatable-roles (n=5),21486218-70ec-4c60-9844-8f7c80912333,e7dfe47f-41fc-4071-9ad3-96cd8d9be52e
,Spellbook Vendor,"Gylwain, Casting Director",repeatable-roles (n=5),51dad7d3-f91d-4bd8-aaed-235da42a448b,e7dfe47f-41fc-4071-9ad3-96cd8d9be52e
,Ellivere of the Wild Court,"Gylwain, Casting Director",repeatable-roles (n=5),97f9b82f-b3cf-44ff-9abc-2d92d7cbaa27,e7dfe47f-41fc-4071-9ad3-96cd8d9be52e
,Emergent Ultimatum,Maestros Confluence,synergy-monocolor (n=5),0eecdfb3-3b05-4051-a660-060ff6df80ef,ef67a41b-a2a6-4f1b-a0d5-15560e99e387
,Jasmine Boreal of the Seven,Fang-Druid Summoner,synergy-vanilla (n=5),138201c0-556d-4c76-b383-90fc9dad0fe0,1a9bfe76-6c74-4393-b04e-461422a29ddb
,Jasmine Boreal of the Seven,"Ruxa, Patient Professor",synergy-vanilla (n=5),138201c0-556d-4c76-b383-90fc9dad0fe0,d760f2f0-6653-47c4-bd7b-aab2f398ddf2
,Fang-Druid Summoner,"Ruxa, Patient Professor",synergy-vanilla (n=5),1a9bfe76-6c74-4393-b04e-461422a29ddb,d760f2f0-6653-47c4-bd7b-aab2f398ddf2
,Curse of Surveillance,Curse of Misfortunes,synergy-curse (n=5),4fd061f2-7269-4eea-bc7c-95a123893efa,b03c7c8d-8206-45cd-8ead-8f7b35c03a7a
,Curse of Surveillance,Curse of Thirst,synergy-curse (n=5),4fd061f2-7269-4eea-bc7c-95a123893efa,ffe3ad06-50d8-4ca3-a1f7-aa31dc2c486e
,Bitterheart Witch,"Lynde, Cheerful Tormentor",synergy-curse (n=5),67466d56-9f28-4bbe-ae54-6fd834581e77,dc386f6c-bd4a-462a-8d42-0e7a552a4f17
,Curse of Misfortunes,Curse of Thirst,synergy-curse (n=5),b03c7c8d-8206-45cd-8ead-8f7b35c03a7a,ffe3ad06-50d8-4ca3-a1f7-aa31dc2c486e
,"Mahadi, Emporium Master",Rakshasa Deathdealer,type-removal-cat-rakshasa (n=5),1b3e841e-0f8f-467d-9983-f9b8d081a67f,acdc17cf-8f8c-42ee-bede-481ce00cf4bf
,Rakshasa Gravecaller,Rakshasa Vizier,type-removal-cat-rakshasa (n=5),1b57e9f8-68af-4f83-9062-6d715857dcef,9bdef081-1408-4125-82c3-04296dee05d5
,Rakshasa Gravecaller,Rakshasa Debaser,type-removal-cat-rakshasa (n=5),1b57e9f8-68af-4f83-9062-6d715857dcef,db286eef-f0df-4f7c-8e06-957447166950
,Rakshasa Vizier,Rakshasa Debaser,type-removal-cat-rakshasa (n=5),9bdef081-1408-4125-82c3-04296dee05d5,db286eef-f0df-4f7c-8e06-957447166950
,Eldrazi Confluence,Airbending Lesson,protects-nonland (n=5),01160cb5-6d83-4317-9522-74083b3a83bb,e101b744-9175-4aa5-bf80-d6944359e538
,Avenging Huntbonder,"Indominus Rex, Alpha",double-strike-counter (n=5),4957c166-9734-4ba0-a4b9-2a248c0ff38f,723a66c3-2c2c-411c-bba5-922e8601981b
,Avenging Huntbonder,"Kathril, Aspect Warper",double-strike-counter (n=5),4957c166-9734-4ba0-a4b9-2a248c0ff38f,730897a9-3ead-4990-9492-1a2040d8ccac
,Irreverent Revelers,Hag Hedge-Mage,tongue-twister (n=5),05abc57a-839d-4376-986c-8e3855e34239,364e8bd6-52e5-4397-8d2a-10c4706e5a45
,Irreverent Revelers,Ghirapur Gearcrafter,tongue-twister (n=5),05abc57a-839d-4376-986c-8e3855e34239,710dc9b1-7d32-4330-95a8-3e91a668202a
,Irreverent Revelers,Steeple Creeper,tongue-twister (n=5),05abc57a-839d-4376-986c-8e3855e34239,f53f33ed-5c8c-4835-bc5f-65a8acfa3f5b
,Irreverent Revelers,Rural Recruit,tongue-twister (n=5),05abc57a-839d-4376-986c-8e3855e34239,fda06d9e-d17f-4bb6-916b-06116e47c8e8
,Hag Hedge-Mage,Ghirapur Gearcrafter,tongue-twister (n=5),364e8bd6-52e5-4397-8d2a-10c4706e5a45,710dc9b1-7d32-4330-95a8-3e91a668202a
,Hag Hedge-Mage,Steeple Creeper,tongue-twister (n=5),364e8bd6-52e5-4397-8d2a-10c4706e5a45,f53f33ed-5c8c-4835-bc5f-65a8acfa3f5b
,Hag Hedge-Mage,Rural Recruit,tongue-twister (n=5),364e8bd6-52e5-4397-8d2a-10c4706e5a45,fda06d9e-d17f-4bb6-916b-06116e47c8e8
,Ghirapur Gearcrafter,Steeple Creeper,tongue-twister (n=5),710dc9b1-7d32-4330-95a8-3e91a668202a,f53f33ed-5c8c-4835-bc5f-65a8acfa3f5b
,Ghirapur Gearcrafter,Rural Recruit,tongue-twister (n=5),710dc9b1-7d32-4330-95a8-3e91a668202a,fda06d9e-d17f-4bb6-916b-06116e47c8e8
,Steeple Creeper,Rural Recruit,tongue-twister (n=5),f53f33ed-5c8c-4835-bc5f-65a8acfa3f5b,fda06d9e-d17f-4bb6-916b-06116e47c8e8
,Thalakos Drifters,Trespasser il-Vec,gains-shadow (n=5),1afa006b-1190-4047-a9fe-4215f20df8f2,90980841-4994-453c-a076-6cdf8d85c809
,Thalakos Drifters,Cutthroat il-Dal,gains-shadow (n=5),1afa006b-1190-4047-a9fe-4215f20df8f2,c70526a6-9071-4f34-b5fb-9d075021f667
,Trespasser il-Vec,Soltari Emissary,gains-shadow (n=5),90980841-4994-453c-a076-6cdf8d85c809,a8211eb1-332d-41c0-8086-4a18cd7a5832
,Trespasser il-Vec,Cutthroat il-Dal,gains-shadow (n=5),90980841-4994-453c-a076-6cdf8d85c809,c70526a6-9071-4f34-b5fb-9d075021f667
,The Book of Exalted Deeds,Monster Manual // Zoological Study,dnd-book (n=5),046add85-952f-46ac-974a-463d2a7d3fd4,6d4e7943-1fdf-4085-8af0-658badbd0cb8
,The Book of Exalted Deeds,The Book of Vile Darkness,dnd-book (n=5),046add85-952f-46ac-974a-463d2a7d3fd4,fcc666bc-6fea-44e0-94bc-462c742db528
,Monster Manual // Zoological Study,The Book of Vile Darkness,dnd-book (n=5),6d4e7943-1fdf-4085-8af0-658badbd0cb8,fcc666bc-6fea-44e0-94bc-462c742db528
,"Astor, Bearer of Blades","Rip, Spawn Hunter",impulse-artifact-vehicle (n=5),196962f0-6aff-4198-9e0c-eaf42aeaf147,c027f369-e445-46a8-94ad-93396321295a
,"Astor, Bearer of Blades","Depala, Pilot Exemplar",impulse-artifact-vehicle (n=5),196962f0-6aff-4198-9e0c-eaf42aeaf147,cc913f28-18ef-485e-8d2b-ae0115523020
,"Astor, Bearer of Blades","Adéwalé, Breaker of Chains",impulse-artifact-vehicle (n=5),196962f0-6aff-4198-9e0c-eaf42aeaf147,e30d9e08-cf88-4e2d-95e1-7144d8fea5c7
,"Sanwell, Avenger Ace","Depala, Pilot Exemplar",impulse-artifact-vehicle (n=5),4884ad6c-2290-44fc-ab9e-6e6b75b2d69a,cc913f28-18ef-485e-8d2b-ae0115523020
,"Sanwell, Avenger Ace","Adéwalé, Breaker of Chains",impulse-artifact-vehicle (n=5),4884ad6c-2290-44fc-ab9e-6e6b75b2d69a,e30d9e08-cf88-4e2d-95e1-7144d8fea5c7
,"Rip, Spawn Hunter","Depala, Pilot Exemplar",impulse-artifact-vehicle (n=5),c027f369-e445-46a8-94ad-93396321295a,cc913f28-18ef-485e-8d2b-ae0115523020
,"Rip, Spawn Hunter","Adéwalé, Breaker of Chains",impulse-artifact-vehicle (n=5),c027f369-e445-46a8-94ad-93396321295a,e30d9e08-cf88-4e2d-95e1-7144d8fea5c7
,"Depala, Pilot Exemplar","Adéwalé, Breaker of Chains",impulse-artifact-vehicle (n=5),cc913f28-18ef-485e-8d2b-ae0115523020,e30d9e08-cf88-4e2d-95e1-7144d8fea5c7
,"Mishra, Tamer of Mak Fawa","Sedris, the Traitor King",gives-unearth (n=5),3be40d81-9be5-4f39-8ce4-920c26cf2748,48054407-b5e1-431c-ad03-c12a31d0d9a8
,"Mishra, Tamer of Mak Fawa",Solemn Doomguide,gives-unearth (n=5),3be40d81-9be5-4f39-8ce4-920c26cf2748,c3e4a6ce-4a36-43a4-8e80-3c16a9101b79
,"Sedris, the Traitor King",Solemn Doomguide,gives-unearth (n=5),48054407-b5e1-431c-ad03-c12a31d0d9a8,c3e4a6ce-4a36-43a4-8e80-3c16a9101b79
,Deadlock Trap,Braided Net // Braided Quipu,tapper-planeswalker (n=5),726c911d-6543-4400-a8fa-b8a5c9f0c15d,86ef06b3-2049-494d-9ecb-ca14766d3b68
,"Danitha Capashen, Paragon",Golden-Tail Trainer,cost-reducer-aura (n=5),4b6377da-83e7-4519-9582-16a9c16b8faa,9e0461e7-ccc4-413b-be80-83311be46861
,Urianger Augurelt,Balshan Beguiler,top-deck-manipulation (n=5),7ca584e7-4621-4b4e-a381-a0051acbf66a,928a7fbc-ba34-42a9-947e-0f3bf1cba152
,Urianger Augurelt,"Gylwain, Casting Director",top-deck-manipulation (n=5),7ca584e7-4621-4b4e-a381-a0051acbf66a,e7dfe47f-41fc-4071-9ad3-96cd8d9be52e
,Balshan Beguiler,"Gylwain, Casting Director",top-deck-manipulation (n=5),928a7fbc-ba34-42a9-947e-0f3bf1cba152,e7dfe47f-41fc-4071-9ad3-96cd8d9be52e
